pink,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
catalog,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
buffalo,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
cpa,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
homework,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
contend,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
bia,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
transmitt,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
rehears,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
blanca,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
vet,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
diversifi,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
pagan,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
metric,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
bernstein,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
cubic,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
parson,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
iren,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
founder,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
Rd,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
brennan,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
whine,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
blown,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
tripl,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
diffus,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
matthia,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
eduardo,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
synthet,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
journey,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
vulner,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
subsidi,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
gallon,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
deficit,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
spill,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
voter,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
ambiti,46,0.000000049118986,0.000000021539087,0.000000016908068,0.000000010498223
